記錄號碼,更新人,建立人,更新時間,建立時間,客戶/供應商代號,客戶/供應商名稱,客戶/供應商類型,統一編號,客戶類別,負責業務 (擇一即可),收貨地址(可刪除),供應商類別,國別/城市別,產業類別 (類型為客戶時才顯示),客戶/供應商集團,發票地址,付款條件,付款方式,結帳日,特殊要求,幣別,運輸條件,公司網站,公司電話,公司傳真,發票郵遞區號,收貨郵遞區號(可刪除),負責業務(NAME)(擇一即可),業績歸屬,供應商簡碼,員工編號,員工姓名,清洗後地址,Latitude,Longitude
3458,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0489,Millennium Semiconductors India Pvt. Ltd.,Customer,,Int'l Customer,Kent,,,IN India,Distributor,Millennium Semiconductors India Pvt. Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+91 84 1185  8482,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3618,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0488,台強電機股份有限公司,Customer,22800569,Local Customer,Darren,臺南市永康區正北三路288號,,TW-S2 Tainan,Electroplating,台強電機股份有限公司,臺南市永康區正北三路288號,Prepaid,Remittance,25.0,,TWD,,,+886 6 254 3816,,71042,71042,Darren Chang,Jack,,T023,張宏銘,臺南市永康區正北三路288號,23.054541,120.26155
3459,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0487,"Cube Tech Co., Ltd.",Customer,,Int'l Customer,Kent,,,KR Korea,Others,"Cube Tech Co., Ltd.",,Prepaid,Remittance,25.0,,USD,EXW,,+82 2 6299 7095,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3460,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0486,YE Tech,Customer,,Int'l Customer,Kent,,,RU Russia,Distributor,YE Tech,,Prepaid,Remittance,25.0,,CNY,EXW,,+7 812 313 34 40,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3619,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0485,正用實業有限公司,Customer,23944987,Local Customer,Darren,新北市蘆洲區三民路456號,,TW-N2 New Taipei,Others,正用實業有限公司,新北市蘆洲區三民路456號,Prepaid,Remittance,25.0,,TWD,,,+886 921 067 046,,247,247,Darren Chang,Jack,,T023,張宏銘,新北市蘆洲區三民路456號,25.091934,121.46292
3620,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0484,氫豐綠能科技股份有限公司,Customer,89176255,Local Customer,Darren,台南市安南區工業二路 31 號 R2-508,,TW-S2 Tainan,Energy Storage,氫豐綠能科技股份有限公司,台南市安南區工業二路 31 號 R2-508,Prepaid,Remittance,25.0,,TWD,,,+886 6 384 0775,+886 6 3840785,709,709,Darren Chang,Jack,,T023,張宏銘,台南市安南區工業二路 31 號,23.033611,120.158488
3621,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0483,新祐國際股份有限公司,Customer,70373782,Local Customer,Darren,台北市復興北路2號3樓之11,,TW-N1 Taipei,OEM/ODM,新祐國際股份有限公司,台北市復興北路2號3樓之11,Prepaid,Remittance,25.0,,TWD,,,+886 2 2740 8097,,,,Darren Chang,Jack,,T023,張宏銘,台北市復興北路2號之11,25.065875,121.544053
3622,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0482,頡星電子企業社,Customer,82116367,Local Customer,Darren,新北市三重區重新路5段639之2號9樓,,TW-N2 New Taipei,Distributor,頡星電子企業社,新北市中和區大智街42巷1之2號,Prepaid,Remittance,25.0,,TWD,,,,,235,241,Darren Chang,Jack,,T023,張宏銘,新北市三重區重新路5段639之2號,25.061671,121.495383
3623,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0481,六合國股份有限公司,Customer,97196212,Local Customer,Darren,新北市汐止區環河街185巷15號,,TW-N2 New Taipei,Induction Heating,六合國股份有限公司,新北市汐止區環河街185巷15號,Cash on Delivery,Check,25.0,,TWD,,,+886 2 2693 5258,+886 2 2693 5045,221,22154,Darren Chang,Jack,,T023,張宏銘,新北市汐止區環河街185巷15號,25.05582,121.627886
3461,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0480,Electronics Devices Worldwild Pvt. Ltd.,Customer,,Int'l Customer,Kent,,,IN India,Induction Heating,Electronics Devices Worldwild Pvt. Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+91 89 7684 5349,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3624,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0479,盈正豫順電子股份有限公司,Customer,16444732,Local Customer,Darren,高雄市三民區水源路157號,,TW-S3 Kaohsiung,UPS,盈正豫順電子股份有限公司,高雄市三民區水源路157號,others,Remittance,25.0,,TWD,,,+886 7 397 8640,+886 7 397 8641,807030,807030,Darren Chang,Arron,,T023,張宏銘,高雄市三民區水源路157號,22.635664,120.338925
3462,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0478,UNIS Group Ltd.,Customer,,Int'l Customer,Kent,,,UK United Kingdom,Distributor,UNIS Group Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+44 16 04499 777,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3463,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0477,E-Com Technologies Ltd.,Customer,,Int'l Customer,Kent,,,HK Hong Kong,Distributor,E-Com Technologies Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+852 3156 2598,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3464,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0476,Makro Pcb Elektronik,Customer,,Int'l Customer,Kent,,,TR Turkey,Distributor,Makro Pcb Elektronik,,Prepaid,Remittance,25.0,,USD,EXW,,+90 661 27 78,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3465,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0475,Voestalpine Bohler Welding Selco s.r.l,Customer,,Int'l Customer,Kent,,,IT Italy,Welding Machine,Voestalpine Bohler Welding Selco s.r.l,,Prepaid,Remittance,25.0,,USD,EXW,,+39 04 9941 3953,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3625,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0474,坤綸科技股份有限公司,Customer,13131244,Local Customer,Darren,雲林縣元長鄉元長工業區經建街12號,,TW-M5 Yunlin,Electroplating,坤綸科技股份有限公司,雲林縣元長鄉元長工業區經建街12號,others,Remittance,25.0,月結35天,TWD,,,+886 5 786 2865,+886 5 786 2535,655,655,Darren Chang,Jack,,T023,張宏銘,雲林縣元長鄉元長工業區經建街12號,23.609481,120.331163
3603,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0473,慶鴻機電工業股份有限公司,Customer,52307500,Local Customer,Darren,台中市南屯區精科一路三號,,TW-M2 Taichung,EDM,慶鴻機電工業股份有限公司,台中市南屯區精科一路三號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 2350 9188,+886 4 2350 0977,,,Darren Chang,Jack,,T023,張宏銘,台中市南屯區精科一路三號,24.148442,120.601248
3626,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0472,陵勝企業有限公司,Customer,4692379,Local Customer,Darren,新北市新店區民權路130巷1號1樓,,TW-N2 New Taipei,Repair Service,陵勝企業有限公司,新北市新店區民權路130巷1號1樓,EOM 30,Check,25.0,,TWD,,,+886 2 8218 6711,+886 2 8218 7430,231,231,Darren Chang,Jack,,T023,張宏銘,新北市新店區民權路130巷1號,24.983002,121.534354
3627,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0471,慧格科技股份有限公司,Customer,13110888,Local Customer,Darren,新北市中和區建康路158號4樓,,TW-N2 New Taipei,Distributor,慧格科技股份有限公司,新北市中和區建康路158號4樓,EOM 30,Remittance,25.0,,TWD,,,+886 2 8227 7708,+886 2 8227 6009,23585,23585,Darren Chang,Arron,,T023,張宏銘,新北市中和區建康路158號,25.000076,121.490452
3604,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0470,協欣電子工業股份有限公司,Customer,22092003,Local Customer,Darren,桃園市大溪區仁和路二段33號,,TW-N4 Taoyuan,Inverter,協欣電子工業股份有限公司,桃園市大溪區仁和路二段33號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 389 1999,+886 3 380 2333,33548,33548,Darren Chang,Arron,,T023,張宏銘,桃園市大溪區仁和路二段33號,24.902718,121.269651
3628,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0469,利凱感應科技有限公司,Customer,70717484,Local Customer,Darren,彰化縣埔心鄉南館村新館路600巷20號,,TW-M3 Changhua,Induction Heating,利凱感應科技有限公司,彰化縣埔心鄉南館村新館路600巷20號,EOM 30,Check,25.0,,TWD,,,+886 4 828 1838,+886 4 828 1837,51343,51343,Darren Chang,Jack,,T023,張宏銘,彰化縣埔心鄉南館村新館路600巷20號,23.946403,120.525409
3466,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0468,Soldadoras Industriales Infra,Customer,,Int'l Customer,Kent,,,MX Mexico,Welding Machine,Soldadoras Industriales Infra,,Prepaid,Remittance,25.0,,USD,EXW,,+55 53 5844 00 ,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3629,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0467,友達光電股份有限公司,Customer,84149738,Local Customer,Darren,台中市西屯區中科路1號,,TW-M2 Taichung,Others,友達光電股份有限公司,台中市西屯區中科路1號,EOM 30,Remittance,25.0,,TWD,,,+886 4 2460 8800,,407,407,Darren Chang,Jack,,T023,張宏銘,台中市西屯區中科路1號,24.20904,120.613926
3467,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0466,A.M.COMPONENTS,Customer,,Int'l Customer,Kent,,,RU Russia,Distributor,A.M.COMPONENTS,,Prepaid,Remittance,25.0,,USD,EXW,,+972 9778 3000,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3630,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0465,承德科技股份有限公司,Customer,12552702,Local Customer,Darren,新北市三重區光復路一段61巷27號,,TW-N2 New Taipei,Testing Equipment,承德科技股份有限公司,新北市三重區光復路一段61巷27號,EOM 30,Remittance,25.0,,TWD,,,+886 2 22783825,,241,241,Darren Chang,Jack,,T023,張宏銘,新北市三重區光復路一段61巷27號,25.04901,121.474104
3631,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0464,美訊實業有限公司,Customer,9417160,Local Customer,Darren,新北市新店區復興路45號3樓,,TW-N2 New Taipei,Power Amplifier,美訊實業有限公司,新北市新店區復興路45號3樓,EOM 30,Check,25.0,,TWD,,,+886 2 2218 9212,+886 2 2218 7983,23150,23150,Darren Chang,Jack,,T023,張宏銘,新北市新店區復興路45號,24.986889,121.53676
3468,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0463,Ural Telecom Systems,Customer,,Int'l Customer,Kent,,,RU Russia,Distributor,Ural Telecom Systems,,Prepaid,Remittance,25.0,,USD,EXW,,+7 912 654 57 97,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3632,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0462,一泰榮智創事業有限公司,Customer,11000914,Local Customer,Darren,臺北市中山區龍江路76巷19號,,TW-N1 Taipei,Others,一泰榮智創事業有限公司,臺北市中山區龍江路76巷19號,Prepaid,Remittance,25.0,,TWD,,,+886 2 2507 3969,,10491,10491,Darren Chang,Jack,,T023,張宏銘,臺北市中山區龍江路76巷19號,25.051287,121.539336
3633,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0461,欣亞電機科技有限公司,Customer,70557418,Local Customer,Darren,臺北市南港區忠孝東路6段185巷3弄4號1樓,,TW-N1 Taipei,Electroplating,欣亞電機科技有限公司,臺北市南港區忠孝東路6段185巷3弄4號1樓,Prepaid,Remittance,25.0,,TWD,,,+886 2 27892612,+886 2 2789 2634,11557,11557,Darren Chang,Jack,,T023,張宏銘,臺北市南港區忠孝東路6段185巷3弄4號,25.053284,121.612714
3634,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0460,凱茂科技有限公司,Customer,70465874,Local Customer,Darren,台北市南港區南港路三段50巷8號5F,,TW-N1 Taipei,Others,凱茂科技有限公司,台北市南港區南港路三段50巷8號5F,Prepaid,Remittance,25.0,,TWD,,,+886 2 2788 1515,+886 2 2785 2850,11510,11510,Darren Chang,Jack,,T023,張宏銘,台北市南港區南港路三段50巷8號,25.054258,121.591008
3469,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0459,"ITO Electronics Co., Ltd.",Customer,,Int'l Customer,Kent,,,JP Japan,Distributor,"ITO Electronics Co., Ltd.",,Prepaid,Remittance,25.0,,USD,EXW,,+48 78 985 9511,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3470,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0458,佛山市赫柏科技有限公司,Customer,,Int'l Customer,Darren,佛山市南海區桂城街道季華東路31號天安中心3座210室之一,,CN China,Others,佛山市赫柏科技有限公司,,Cash on Delivery,Remittance,25.0,,CNY,DDU,,+86 15916134089,,,,Darren Chang,Kent,,T023,張宏銘,佛山市南海區桂城街道季華東路31號,23.121393,120.19664
3471,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0457,"TRIOL, Poland Sp. z o.o.",Customer,,Int'l Customer,Kent,,,PL Poland,Motor Drive,"TRIOL, Poland Sp. z o.o.",,Prepaid,Remittance,25.0,,USD,EXW,,+48 78 985 9511,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3635,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0456,天目時科股份有限公司,Customer,53547021,Local Customer,Darren,台北市中山區南京東路一段86號7樓705室,,TW-N1 Taipei,Others,天目時科股份有限公司,台北市中山區南京東路一段86號7樓705室,EOM 30,Remittance,25.0,,TWD,,,+886 2 2523 7711,,10454,10454,Darren Chang,Jack,,T023,張宏銘,台北市中山區南京東路一段86號,25.051918,121.525615
3472,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0455,Sidwal Refrigeration Industries Pvt. Ltd.,Customer,,Int'l Customer,Kent,,,IN India,Railway Transportation,Sidwal Refrigeration Industries Pvt. Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+91 12 9418 5100,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3636,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0454,科風股份有限公司,Customer,22485794,Local Customer,Darren,新北市中和區連城路246號8樓,,TW-N2 New Taipei,UPS,科風股份有限公司,新北市中和區連城路246號9樓,EOM 30,Check,25.0,,TWD,,,+886 2 2225 8552,+886 2 2226 0537,23553,23553,Darren Chang,Arron,,T023,張宏銘,新北市中和區連城路246號,24.996356,121.48841
3637,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0453,東廣科技有限公司,Customer,97090999,Local Customer,Darren,臺北市中山區中山北路2段99號7樓之7,,TW-N1 Taipei,Distributor,東廣科技有限公司,臺北市中山區中山北路2段99號7樓之7,EOM 30,Check,25.0,,TWD,,,,+886 2 2567 5353,10448,10448,Darren Chang,Jack,,T023,張宏銘,臺北市中山區中山北路2段99號之7,25.092198,121.529613
3473,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0452,Solter Soldadura S.L.,Customer,,Int'l Customer,Kent,,,ES Spain,Welding Machine,Solter Soldadura S.L.,,Prepaid,Remittance,25.0,,USD,EXW,,+34 972 730 084,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3474,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0451,Inmine Technology Ltd.,Customer,,Int'l Customer,Kent,,,IR Iran,Others,Inmine Technology Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+852 6421 0078,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3638,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0450,鑫城機電有限公司,Customer,86525321,Local Customer,Darren,新北市新莊區化成路23號,,TW-N2 New Taipei,Charger,鑫城機電有限公司,新北市新莊區化成路23號,EOM 30,Check,25.0,,TWD,,,+886 933 759 351,+886 2 2277 8484,24252,24252,Darren Chang,Jack,,T023,張宏銘,新北市新莊區化成路23號,25.047183,121.462783
3475,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0449,MAD industrial solutions est,Customer,,Int'l Customer,Kent,,,JO Jordan,Others,MAD industrial solutions est,,Prepaid,Remittance,25.0,,USD,EXW,,+962 79 7773016,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3639,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0448,超逸實業有限公司,Customer,86264472,Local Customer,Darren,嘉義市東區日新街2號,,TW-S1 Chiayi,Distributor,超逸實業有限公司,嘉義市東區日新街55巷1號,EOM 30,Remittance,25.0,,TWD,,,+886 5 278 2796,+886 5 278 6796,60066,600,Darren Chang,Jack,,T023,張宏銘,嘉義市東區日新街2號,23.466639,120.468582
3640,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0447,鈞天科技股份有限公司,Customer,29150409,Local Customer,Darren,台中市大里區科技路3號4樓-3,,TW-N5 Hsinchu,Energy Storage,鈞天科技股份有限公司,新竹縣竹北市台元街38號,EOM 30,Remittance,25.0,,TWD,,,+886 3 560 0676,,30265,41264,Darren Chang,Jack,,T023,張宏銘,台中市大里區科技路3號,24.084338,120.696099
3641,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0446,梨山實業有限公司,Customer,24376809,Local Customer,Darren,台南市中西區中正路22號,,TW-S2 Tainan,Repair Service,梨山實業有限公司,台南市中西區中正路22號,EOM 30,Remittance,25.0,,TWD,,,,,700,700,Darren Chang,Jack,,T023,張宏銘,台南市中西區中正路22號,22.992678,120.196242
3476,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0445,"P&C Enterprise Solutions Co., Ltd.",Customer,,Int'l Customer,Kent,,,VN Vietnam,Distributor,"P&C Enterprise Solutions Co., Ltd.",,Prepaid,Remittance,25.0,,USD,EXW,,+84 90 9085198,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3642,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0444,中悅股份有限公司,Customer,23898365,Local Customer,Darren,桃園市楊梅區高青路32巷11弄85號,,TW-N4 Taoyuan,OEM/ODM,中悅股份有限公司,桃園市楊梅區高青路32巷11弄85號,others,Remittance,25.0,首次預先付款50%，出貨前再付50%,TWD,,,+886 3 485 0122,+886 3 485 0132,32667,32667,Darren Chang,Jack,,T023,張宏銘,桃園市楊梅區高青路32巷11弄85號,24.92774,121.158631
3643,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0443,力伽實業股份有限公司,Customer,69842647,Local Customer,Darren,臺南市安南區工環路11號,,TW-S2 Tainan,Motor Drive,力伽實業股份有限公司,臺南市安南區工環路11號,EOM 30,Check,25.0,,TWD,,,+886 6 384 0888,+886 6 384 0998,709,709,Darren Chang,Jack,,T023,張宏銘,臺南市安南區工環路11號,23.037227,120.158707
3644,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0442,三貴機械有限公司,Customer,23779585,Local Customer,Darren,新北市三重區光復路二段88巷46號,,TW-N2 New Taipei,Electroplating,三貴機械有限公司,新北市三重區光復路二段88巷46號,Prepaid,Remittance,25.0,,TWD,,,+886 2 8511 2370,+886 2 8511 0517,24158,24158,Darren Chang,Jack,,T023,張宏銘,新北市三重區光復路二段88巷46號,25.057268,121.47003
3477,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0441,Powersonic Technology Ltd.,Customer,66603410,Int'l Customer,Kent,,,CN China,Others,Powersonic Technology Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+886 2 2468 5660,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3478,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0440,Diram,Customer,,Int'l Customer,Kent,,,MX Mexico,Inverter,Diram,,Prepaid,Remittance,25.0,,USD,EXW,,+52 81 8338 8668,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3645,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0439,榮剛材料科技股份有限公司,Customer,84252697,Local Customer,Darren,台南市新營區新中路35號,,TW-S2 Tainan,Others,榮剛材料科技股份有限公司,台南市柳營區工二路10號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 652 0031,+886 6 652 0011,736,730,Darren Chang,Jack,,T023,張宏銘,台南市新營區新中路35號,23.30168,120.280922
3646,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0438,伺達控制系統股份有限公司,Customer,53683263,Local Customer,Darren,新北市新莊區民安路417巷6號,,TW-N2 New Taipei,Motor Drive,伺達控制系統股份有限公司,新北市新莊區民安路421號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2207 2201,+886 2 2208 0812,24258,242056,Darren Chang,Jack,,T023,張宏銘,新北市新莊區民安路417巷6號,25.023358,121.432866
